Participant ID ,Session ID ,Study ID ,Session,Age ,Sex ,Handedness ,Highest level of Education/Training ,If ,If ,If ,q5,Date ,Time to complete the task ,Volume of Brain Removed ,LH Instrument Type ,RH Instrument Type ,Pathlength of LH instrument ,Pathlength of RH instrument ,Percentage of Tissue Removed 0 ,Percentage of Tissue Removed 1 ,Do you play a musical instrument? ,q9,q10,q11,q12,q13,q14,Date ,Time to complete the task ,Volume of Brain Removed ,LH Instrument Type ,RH Instrument Type ,Pathlength of LH instrument ,Pathlength of RH instrument ,Percentage of Tissue Removed 0 ,Percentage of Tissue Removed 1 
80477,381,ms323,4,26,Female,Right,Med School,2015,,,Yes, 14-02-03,635.87,2.1707, Bipolar, SuctionCurved7Fr,4783.82,8455.91,5.04133,34.5184,No,Strongly agree,Disagree,Strongly disagree,Agree,Agree,Disagree, 14-02-03,635.87,2.1707, Bipolar, SuctionCurved7Fr,4783.82,8455.91,5.04133,34.5184
80478,379,ms324,1,25,Female,Right,Med School,3,,,No, 14-01-17,606.279,2.18753, Bipolar, SuctionCurved7Fr,7662.05,10847.9,5.08041,42.691,No,Neutral,Neutral,Strongly disagree,Agree,Agree,Disagree, 14-01-17,606.279,2.18753, Bipolar, SuctionCurved7Fr,7662.05,10847.9,5.08041,42.691
80478,380,ms324,2,25,Female,Right,Med School,3,,,No, 14-01-28,608.48,1.98986, Bipolar, SuctionCurved7Fr,7414.79,14510.2,4.62133,47.2213,No,Neutral,Neutral,Strongly disagree,Agree,Agree,Disagree, 14-01-28,608.48,1.98986, Bipolar, SuctionCurved7Fr,7414.79,14510.2,4.62133,47.2213
80478,378,ms324,3,25,Female,Right,Med School,3,,,No, 14-02-12,620.734,2.80335, Bipolar, SuctionCurved7Fr,5738.73,13298.9,6.51062,55.795,No,Neutral,Neutral,Strongly disagree,Agree,Agree,Disagree, 14-02-12,620.734,2.80335, Bipolar, SuctionCurved7Fr,5738.73,13298.9,6.51062,55.795
71646,165,ms401,1,26,Male,Right,Med School,4,,,Yes, 13-06-25,665.3,3.08008, Bipolar, SuctionCurved7Fr,5622.9,14316.7,7.15331,70.1482,No,Strongly agree,Strongly agree,Neutral,Agree,Strongly agree,Strongly agree, 13-06-25,665.3,3.08008, Bipolar, SuctionCurved7Fr,5622.9,14316.7,7.15331,70.1482
73036,210,ms402,1,27,Female,Right,Med School,4,,,Yes, 13-07-22,575.921,2.74707, Bipolar, SuctionCurved7Fr,3999.06,9509.63,6.37991,56.8118,No,Strongly agree,Agree,Neutral,Agree,Agree,Disagree, 13-07-22,575.921,2.74707, Bipolar, SuctionCurved7Fr,3999.06,9509.63,6.37991,56.8118
73036,211,ms402,2,27,Female,Right,Med School,4,,,Yes, 13-07-23,615.898,3.44792, Bipolar, SuctionCurved7Fr,2122.36,12683.3,8.0076,74.4364,No,Strongly agree,Agree,Neutral,Agree,Agree,Disagree, 13-07-23,615.898,3.44792, Bipolar, SuctionCurved7Fr,2122.36,12683.3,8.0076,74.4364
73036,212,ms402,3,27,Female,Right,Med School,4,,,Yes, 13-07-24,643.959,4.50432, Bipolar, SuctionCurved7Fr,4050.75,19220.3,10.461,94.6007,No,Strongly agree,Agree,Neutral,Agree,Agree,Disagree, 13-07-24,643.959,4.50432, Bipolar, SuctionCurved7Fr,4050.75,19220.3,10.461,94.6007
73036,213,ms402,4,27,Female,Right,Med School,4,,,Yes, 13-07-25,601.299,5.01746, Bipolar, SuctionCurved7Fr,4348.03,20454.5,11.6528,93.0586,No,Strongly agree,Agree,Neutral,Agree,Agree,Disagree, 13-07-25,601.299,5.01746, Bipolar, SuctionCurved7Fr,4348.03,20454.5,11.6528,93.0586
73097,214,ms403,1,26,Female,Right,Med School,4,,,Yes, 13-07-23,642.289,4.5469, Bipolar, SuctionCurved7Fr,4895.96,12268.7,10.5599,67.2368,No,Neutral,Disagree,Disagree,Agree,Agree,Agree, 13-07-23,642.289,4.5469, Bipolar, SuctionCurved7Fr,4895.96,12268.7,10.5599,67.2368
73097,215,ms403,2,26,Female,Right,Med School,4,,,Yes, 13-07-24,637.212,4.28084, Bipolar, SuctionCurved7Fr,8457.9,13941.2,9.94201,73.4769,No,Neutral,Disagree,Disagree,Agree,Agree,Agree, 13-07-24,637.212,4.28084, Bipolar, SuctionCurved7Fr,8457.9,13941.2,9.94201,73.4769
73097,216,ms403,3,26,Female,Right,Med School,4,,,Yes, 13-07-25,621.921,4.29452, Bipolar, SuctionCurved7Fr,9500.25,15085.2,9.97378,64.944,No,Neutral,Disagree,Disagree,Agree,Agree,Agree, 13-07-25,621.921,4.29452, Bipolar, SuctionCurved7Fr,9500.25,15085.2,9.97378,64.944
73097,217,ms403,4,26,Female,Right,Med School,4,,,Yes, 13-07-29,613.117,4.60574, Bipolar, SuctionCurved7Fr,8837.32,14650.2,10.6966,75.6539,No,Neutral,Disagree,Disagree,Agree,Agree,Agree, 13-07-29,613.117,4.60574, Bipolar, SuctionCurved7Fr,8837.32,14650.2,10.6966,75.6539
74007,281,ms404,1,25,Male,Right,Med School,4,,,Yes, 13-08-13,619.901,2.04763, SuctionCurved7Fr, Bipolar,6453.68,3113.59,4.75551,15.2152,No,Neutral,Agree,Strongly disagree,Agree,Agree,Neutral, 13-08-13,619.901,2.04763, SuctionCurved7Fr, Bipolar,6453.68,3113.59,4.75551,15.2152
74007,282,ms404,2,25,Male,Right,Med School,4,,,Yes, 13-08-23,617.739,2.72507, Bipolar, SuctionCurved7Fr,6066.42,13397.9,6.32882,64.6178,No,Neutral,Agree,Strongly disagree,Agree,Agree,Neutral, 13-08-23,617.739,2.72507, Bipolar, SuctionCurved7Fr,6066.42,13397.9,6.32882,64.6178
74177,271,ms405,1,23,Male,Right,Med School,4,,,Yes, 13-08-21,624.36,7.71549, Bipolar, SuctionCurved7Fr,4837.55,18493.2,17.9188,91.642,No,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Neutral, 13-08-21,624.36,7.71549, Bipolar, SuctionCurved7Fr,4837.55,18493.2,17.9188,91.642
74177,272,ms405,2,23,Male,Right,Med School,4,,,Yes, 13-08-22,611.812,6.4878, Bipolar, SuctionCurved7Fr,3401.81,14876.8,15.0675,65.2336,No,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Neutral, 13-08-22,611.812,6.4878, Bipolar, SuctionCurved7Fr,3401.81,14876.8,15.0675,65.2336
74177,273,ms405,3,23,Male,Right,Med School,4,,,Yes, 13-08-23,629.638,5.62961, Bipolar, SuctionCurved7Fr,2479.67,14885.7,13.0744,91.29,No,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Neutral, 13-08-23,629.638,5.62961, Bipolar, SuctionCurved7Fr,2479.67,14885.7,13.0744,91.29
74179,267,ms406,1,30,Male,Right,Med School,4,,,Yes, 13-08-15,610.947,3.39972, Bipolar, SuctionCurved7Fr,3228.57,8949.15,7.89565,59.677,Yes,Agree,Strongly agree,Neutral,Agree,Agree,Neutral, 13-08-15,610.947,3.39972, Bipolar, SuctionCurved7Fr,3228.57,8949.15,7.89565,59.677
74179,268,ms406,2,30,Male,Right,Med School,4,,,Yes, 13-08-22,608,2.16559, Bipolar, SuctionCurved7Fr,3648.86,6494.51,5.02946,40.1709,Yes,Agree,Strongly agree,Neutral,Agree,Agree,Neutral, 13-08-22,608,2.16559, Bipolar, SuctionCurved7Fr,3648.86,6494.51,5.02946,40.1709
74179,269,ms406,3,30,Male,Right,Med School,4,,,Yes, 13-08-22,615.622,4.32829, Bipolar, SuctionCurved7Fr,2025.65,9851.66,10.0522,82.1408,Yes,Agree,Strongly agree,Neutral,Agree,Agree,Neutral, 13-08-22,615.622,4.32829, Bipolar, SuctionCurved7Fr,2025.65,9851.66,10.0522,82.1408
74179,270,ms406,4,30,Male,Right,Med School,4,,,Yes, 13-08-23,690.654,3.99471, Bipolar, SuctionCurved7Fr,2025.36,10205.4,9.27749,74.7929,Yes,Agree,Strongly agree,Neutral,Agree,Agree,Neutral, 13-08-23,690.654,3.99471, Bipolar, SuctionCurved7Fr,2025.36,10205.4,9.27749,74.7929
76339,246,ms407,1,25,Female,Left,Med School,4,,,Yes, 13-10-16,613.641,1.98355, SuctionCurved7Fr, Bipolar,6642.19,3585.96,4.60668,19.8766,Yes,Strongly agree,Strongly agree,Disagree,Agree,Neutral,Disagree, 13-10-16,613.641,1.98355, SuctionCurved7Fr, Bipolar,6642.19,3585.96,4.60668,19.8766
76339,247,ms407,2,25,Female,Left,Med School,4,,,Yes, 13-10-18,615.761,2.16666, SuctionCurved7Fr, Bipolar,8750.17,5665.6,5.03193,55.1487,Yes,Strongly agree,Strongly agree,Disagree,Agree,Neutral,Disagree, 13-10-18,615.761,2.16666, SuctionCurved7Fr, Bipolar,8750.17,5665.6,5.03193,55.1487
76339,248,ms407,3,25,Female,Left,Med School,4,,,Yes, 13-10-23,609.44,1.82641, SuctionCurved7Fr, Bipolar,6995.72,5474.11,4.24172,19.5155,Yes,Strongly agree,Strongly agree,Disagree,Agree,Neutral,Disagree, 13-10-23,609.44,1.82641, SuctionCurved7Fr, Bipolar,6995.72,5474.11,4.24172,19.5155
76340,245,ms408,1,26,Male,Right,Med School,4,,,Yes, 13-10-25,610.705,1.235, Bipolar, SuctionCurved7Fr,6121.77,7630.72,2.86822,5.68731,No,Agree,Strongly disagree,Agree,Agree,Strongly agree,Disagree, 13-10-25,610.705,1.235, Bipolar, SuctionCurved7Fr,6121.77,7630.72,2.86822,5.68731
76396,445,ms409,1,37,Male,Right,Med School,4,,,No, 13-12-16,603.876,1.89113, Bipolar, SuctionCurved7Fr,3697.55,5774.77,4.39203,15.7956,Yes,Agree,Neutral,Neutral,Agree,Strongly agree,Agree, 13-12-16,603.876,1.89113, Bipolar, SuctionCurved7Fr,3697.55,5774.77,4.39203,15.7956
76396,447,ms409,2,37,Male,Right,Med School,4,,,No, 14-01-21,613.72,2.79606, Bipolar, SuctionCurved7Fr,4387.88,9556.08,6.49368,68.8432,Yes,Agree,Neutral,Neutral,Agree,Strongly agree,Agree, 14-01-21,613.72,2.79606, Bipolar, SuctionCurved7Fr,4387.88,9556.08,6.49368,68.8432
76396,448,ms409,3,37,Male,Right,Med School,4,,,No, 14-01-27,605.114,3.47698, Bipolar, SuctionCurved7Fr,5440.21,12818.7,8.07508,77.6913,Yes,Agree,Neutral,Neutral,Agree,Strongly agree,Agree, 14-01-27,605.114,3.47698, Bipolar, SuctionCurved7Fr,5440.21,12818.7,8.07508,77.6913
76396,446,ms409,4,37,Male,Right,Med School,4,,,No, 14-02-10,605.742,3.02515, Bipolar, SuctionCurved7Fr,4434.35,9182.65,7.02573,61.5705,Yes,Agree,Neutral,Neutral,Agree,Strongly agree,Agree, 14-02-10,605.742,3.02515, Bipolar, SuctionCurved7Fr,4434.35,9182.65,7.02573,61.5705
79977,435,ms410,1,28,Male,Right,Med School,4,,,Yes, 14-01-07,615.36,2.45999, Bipolar, SuctionCurved7Fr,3502.15,5858.46,5.71319,19.657,Yes,Agree,Agree,Neutral,Agree,Agree,Agree, 14-01-07,615.36,2.45999, Bipolar, SuctionCurved7Fr,3502.15,5858.46,5.71319,19.657
79977,436,ms410,2,28,Male,Right,Med School,4,,,Yes, 14-01-22,613.867,5.91375, Bipolar, SuctionCurved7Fr,2356.68,9657.61,13.7343,90.0616,Yes,Agree,Agree,Neutral,Agree,Agree,Agree, 14-01-22,613.867,5.91375, Bipolar, SuctionCurved7Fr,2356.68,9657.61,13.7343,90.0616
76407,450,ms411,1,27,Female,Right,Med School,,,,Yes, 13-11-15,627.104,3.04313, Bipolar, SuctionCurved7Fr,3105.99,8639.06,7.0675,66.9386,No,Strongly agree,Neutral,Disagree,Agree,Agree,Neutral, 13-11-15,627.104,3.04313, Bipolar, SuctionCurved7Fr,3105.99,8639.06,7.0675,66.9386
76407,451,ms411,2,27,Female,Right,Med School,,,,Yes, 13-11-18,609.599,2.13892, Bipolar, SuctionCurved7Fr,1666.44,8163.57,4.96752,49.9067,No,Strongly agree,Neutral,Disagree,Agree,Agree,Neutral, 13-11-18,609.599,2.13892, Bipolar, SuctionCurved7Fr,1666.44,8163.57,4.96752,49.9067
76407,452,ms411,3,27,Female,Right,Med School,,,,Yes, 13-11-25,609.48,2.80613, Bipolar, SuctionCurved7Fr,1102.96,8396.47,6.51706,68.7563,No,Strongly agree,Neutral,Disagree,Agree,Agree,Neutral, 13-11-25,609.48,2.80613, Bipolar, SuctionCurved7Fr,1102.96,8396.47,6.51706,68.7563
76407,449,ms411,4,27,Female,Right,Med School,,,,Yes, 13-12-02,615.781,3.19477, Bipolar, SuctionCurved7Fr,1507.57,8821.58,7.41966,72.5229,No,Strongly agree,Neutral,Disagree,Agree,Agree,Neutral, 13-12-02,615.781,3.19477, Bipolar, SuctionCurved7Fr,1507.57,8821.58,7.41966,72.5229
76916,241,ms412,1,26,Female,Right,Med School,4,,,No, 13-10-21,626.202,2.57571, Bipolar, SuctionCurved7Fr,5861.35,10323.7,5.98194,59.4533,No,Disagree,Disagree,Neutral,Agree,Disagree,Strongly disagree, 13-10-21,626.202,2.57571, Bipolar, SuctionCurved7Fr,5861.35,10323.7,5.98194,59.4533
76916,240,ms412,2,26,Female,Right,Med School,4,,,No, 13-10-22,615.841,2.29285, Bipolar, SuctionCurved7Fr,8278.7,9205.69,5.32501,15.4571,No,Disagree,Disagree,Neutral,Agree,Disagree,Strongly disagree, 13-10-22,615.841,2.29285, Bipolar, SuctionCurved7Fr,8278.7,9205.69,5.32501,15.4571
77882,444,ms413,1,27,Female,Right,Med School,4,,,No, 13-11-13,609.108,2.4413, Bipolar, SuctionCurved7Fr,2870.75,5265.04,5.66979,38.289,Yes,Agree,Strongly disagree,Disagree,Agree,Neutral,Neutral, 13-11-13,609.108,2.4413, Bipolar, SuctionCurved7Fr,2870.75,5265.04,5.66979,38.289
77882,441,ms413,2,27,Female,Right,Med School,4,,,No, 13-12-18,615.861,2.30656, Bipolar, SuctionCurved7Fr,4012.49,5085.71,5.35686,25.2203,Yes,Agree,Strongly disagree,Disagree,Agree,Neutral,Neutral, 13-12-18,615.861,2.30656, Bipolar, SuctionCurved7Fr,4012.49,5085.71,5.35686,25.2203
77882,442,ms413,3,27,Female,Right,Med School,4,,,No, 13-12-19,631.641,4.20409, Bipolar, SuctionCurved7Fr,3343.69,9692.92,9.76375,83.2161,Yes,Agree,Strongly disagree,Disagree,Agree,Neutral,Neutral, 13-12-19,631.641,4.20409, Bipolar, SuctionCurved7Fr,3343.69,9692.92,9.76375,83.2161
77882,443,ms413,4,27,Female,Right,Med School,4,,,No, 13-12-20,606.355,3.1249, Bipolar, SuctionCurved7Fr,2282.61,8231.75,7.2574,83.9988,Yes,Agree,Strongly disagree,Disagree,Agree,Neutral,Neutral, 13-12-20,606.355,3.1249, Bipolar, SuctionCurved7Fr,2282.61,8231.75,7.2574,83.9988
78525,438,ms414,1,32,Male,Right,Med School,4,,,Yes, 13-11-29,620.521,2.89306, Bipolar, SuctionCurved7Fr,3931.96,11102,6.71897,66.1408,Yes,Strongly agree,Strongly agree,Neutral,Strongly agree,Neutral,Neutral, 13-11-29,620.521,2.89306, Bipolar, SuctionCurved7Fr,3931.96,11102,6.71897,66.1408
78525,437,ms414,2,32,Male,Right,Med School,4,,,Yes, 13-12-19,612.899,2.92412, Bipolar, SuctionCurved7Fr,2582.45,10590.4,6.79109,77.9635,Yes,Strongly agree,Strongly agree,Neutral,Strongly agree,Neutral,Neutral, 13-12-19,612.899,2.92412, Bipolar, SuctionCurved7Fr,2582.45,10590.4,6.79109,77.9635
78525,439,ms414,3,32,Male,Right,Med School,4,,,Yes, 14-01-02,608.452,3.06741, Bipolar, SuctionCurved7Fr,3183.45,10914.6,7.12388,64.714,Yes,Strongly agree,Strongly agree,Neutral,Strongly agree,Neutral,Neutral, 14-01-02,608.452,3.06741, Bipolar, SuctionCurved7Fr,3183.45,10914.6,7.12388,64.714
78525,440,ms414,4,32,Male,Right,Med School,4,,,Yes, 14-01-07,607.88,2.63668, Bipolar, SuctionCurved7Fr,3067.7,11558.9,6.12354,69.9698,Yes,Strongly agree,Strongly agree,Neutral,Strongly agree,Neutral,Neutral, 14-01-07,607.88,2.63668, Bipolar, SuctionCurved7Fr,3067.7,11558.9,6.12354,69.9698
79985,431,ms415,1,26,Female,Right,Med School,4,,,Yes, 14-01-07,628.482,2.21863, Bipolar, SuctionCurved7Fr,5033.79,6844.52,5.15264,34.607,No,Agree,Strongly disagree,Disagree,Neutral,Agree,Disagree, 14-01-07,628.482,2.21863, Bipolar, SuctionCurved7Fr,5033.79,6844.52,5.15264,34.607
79985,432,ms415,2,26,Female,Right,Med School,4,,,Yes, 14-01-08,608.821,2.21145, Bipolar, SuctionCurved7Fr,2525.26,6160.42,5.13595,52.4736,No,Agree,Strongly disagree,Disagree,Neutral,Agree,Disagree, 14-01-08,608.821,2.21145, Bipolar, SuctionCurved7Fr,2525.26,6160.42,5.13595,52.4736
79985,433,ms415,3,26,Female,Right,Med School,4,,,Yes, 14-01-13,608.241,3.58519, Bipolar, SuctionCurved7Fr,7807.6,11622,8.3264,81.7846,No,Agree,Strongly disagree,Disagree,Neutral,Agree,Disagree, 14-01-13,608.241,3.58519, Bipolar, SuctionCurved7Fr,7807.6,11622,8.3264,81.7846
79985,434,ms415,4,26,Female,Right,Med School,4,,,Yes, 14-01-14,652.858,3.29871, Nothing, SuctionCurved7Fr,6731.34,12006,7.66106,85.2758,No,Agree,Strongly disagree,Disagree,Neutral,Agree,Disagree, 14-01-14,652.858,3.29871, Nothing, SuctionCurved7Fr,6731.34,12006,7.66106,85.2758
80313,430,ms416,1,25,Female,Right,Med School,4,,,No, 14-01-15,628.62,2.1916, Bipolar, SuctionCurved7Fr,6677.12,10707.3,5.08987,25.8823,No,Disagree,Strongly disagree,Strongly disagree,Agree,Neutral,Strongly disagree, 14-01-15,628.62,2.1916, Bipolar, SuctionCurved7Fr,6677.12,10707.3,5.08987,25.8823
80313,427,ms416,2,25,Female,Right,Med School,4,,,No, 14-02-06,662.042,2.88126, Bipolar, SuctionCurved7Fr,5065.42,10253.6,6.69156,42.9583,No,Disagree,Strongly disagree,Strongly disagree,Agree,Neutral,Strongly disagree, 14-02-06,662.042,2.88126, Bipolar, SuctionCurved7Fr,5065.42,10253.6,6.69156,42.9583
80313,428,ms416,3,25,Female,Right,Med School,4,,,No, 14-02-11,611.3,2.79559, Bipolar, SuctionCurved7Fr,4327.21,9482.75,6.49259,56.4531,No,Disagree,Strongly disagree,Strongly disagree,Agree,Neutral,Strongly disagree, 14-02-11,611.3,2.79559, Bipolar, SuctionCurved7Fr,4327.21,9482.75,6.49259,56.4531
80313,429,ms416,4,25,Female,Right,Med School,4,,,No, 14-02-18,620.44,2.99934, Bipolar, SuctionCurved7Fr,3393.32,8158.95,6.96579,55.9899,No,Disagree,Strongly disagree,Strongly disagree,Agree,Neutral,Strongly disagree, 14-02-18,620.44,2.99934, Bipolar, SuctionCurved7Fr,3393.32,8158.95,6.96579,55.9899
80314,423,ms417,1,25,Male,Ambidextrous,Med School,4,,,Yes, 14-01-16,608.66,2.40519, Bipolar, SuctionCurved7Fr,4424.99,8751.29,5.58591,33.7804,No,Agree,Strongly agree,Neutral,Agree,Strongly agree,Strongly agree, 14-01-16,608.66,2.40519, Bipolar, SuctionCurved7Fr,4424.99,8751.29,5.58591,33.7804
80314,424,ms417,2,25,Male,Ambidextrous,Med School,4,,,Yes, 14-01-17,611.261,2.28534, Bipolar, SuctionCurved7Fr,4572.64,8590.58,5.30757,54.7347,No,Agree,Strongly agree,Neutral,Agree,Strongly agree,Strongly agree, 14-01-17,611.261,2.28534, Bipolar, SuctionCurved7Fr,4572.64,8590.58,5.30757,54.7347
80314,425,ms417,3,25,Male,Ambidextrous,Med School,4,,,Yes, 14-01-21,608.06,2.94839, Bipolar, SuctionCurved7Fr,5314.09,9339.14,6.84748,33.3462,No,Agree,Strongly agree,Neutral,Agree,Strongly agree,Strongly agree, 14-01-21,608.06,2.94839, Bipolar, SuctionCurved7Fr,5314.09,9339.14,6.84748,33.3462
80314,426,ms417,4,25,Male,Ambidextrous,Med School,4,,,Yes, 14-01-22,630.72,2.59252, Bipolar, SuctionCurved7Fr,4566.82,8437.19,6.02097,31.0014,No,Agree,Strongly agree,Neutral,Agree,Strongly agree,Strongly agree, 14-01-22,630.72,2.59252, Bipolar, SuctionCurved7Fr,4566.82,8437.19,6.02097,31.0014
80372,415,ms418,1,25,Female,Right,Med School,2015,,,Yes, 14-01-16,606.919,2.14213, Bipolar, SuctionCurved7Fr,4950.73,9576.89,4.97496,43.1161,No,Agree,Strongly disagree,Strongly disagree,Agree,Disagree,Disagree, 14-01-16,606.919,2.14213, Bipolar, SuctionCurved7Fr,4950.73,9576.89,4.97496,43.1161
80372,416,ms418,2,25,Female,Right,Med School,2015,,,Yes, 14-01-17,612.121,3.33088, Bipolar, SuctionCurved7Fr,5099.1,14641.6,7.73577,64.346,No,Agree,Strongly disagree,Strongly disagree,Agree,Disagree,Disagree, 14-01-17,612.121,3.33088, Bipolar, SuctionCurved7Fr,5099.1,14641.6,7.73577,64.346
80372,417,ms418,3,25,Female,Right,Med School,2015,,,Yes, 14-01-21,605.659,3.21953, Bipolar, SuctionCurved7Fr,7895.12,16924,7.47716,77.0602,No,Agree,Strongly disagree,Strongly disagree,Agree,Disagree,Disagree, 14-01-21,605.659,3.21953, Bipolar, SuctionCurved7Fr,7895.12,16924,7.47716,77.0602
80372,418,ms418,4,25,Female,Right,Med School,2015,,,Yes, 14-01-23,609.65,5.8761, Bipolar, SuctionCurved7Fr,4879.01,19364.6,13.6469,75.0578,No,Agree,Strongly disagree,Strongly disagree,Agree,Disagree,Disagree, 14-01-23,609.65,5.8761, Bipolar, SuctionCurved7Fr,4879.01,19364.6,13.6469,75.0578
80377,411,ms419,1,26,Male,Right,Med School,4,,,Yes, 14-01-21,637.859,2.32945, Bipolar, SuctionCurved7Fr,6662.16,8570.4,5.41002,40.527,No,Strongly agree,Strongly agree,Disagree,Agree,Neutral,Neutral, 14-01-21,637.859,2.32945, Bipolar, SuctionCurved7Fr,6662.16,8570.4,5.41002,40.527
80377,412,ms419,2,26,Male,Right,Med School,4,,,Yes, 14-01-22,607.942,2.39321, Bipolar, SuctionCurved7Fr,5140.39,6594.58,5.55809,27.5684,No,Strongly agree,Strongly agree,Disagree,Agree,Neutral,Neutral, 14-01-22,607.942,2.39321, Bipolar, SuctionCurved7Fr,5140.39,6594.58,5.55809,27.5684
80377,413,ms419,3,26,Male,Right,Med School,4,,,Yes, 14-01-23,615.8,1.76605, Bipolar, SuctionCurved7Fr,4349.99,6555.05,4.10154,8.05646,No,Strongly agree,Strongly agree,Disagree,Agree,Neutral,Neutral, 14-01-23,615.8,1.76605, Bipolar, SuctionCurved7Fr,4349.99,6555.05,4.10154,8.05646
80377,414,ms419,4,26,Male,Right,Med School,4,,,Yes, 14-01-24,613.761,3.16686, Bipolar, SuctionCurved7Fr,4080.67,10467.1,7.35484,79.5639,No,Strongly agree,Strongly agree,Disagree,Agree,Neutral,Neutral, 14-01-24,613.761,3.16686, Bipolar, SuctionCurved7Fr,4080.67,10467.1,7.35484,79.5639
80394,396,ms420,1,32,Female,Right,Med School,4,,,Yes, 14-01-22,615.94,2.73938, Bipolar, SuctionCurved7Fr,5685.44,7911.07,6.36206,32.7659,No,Agree,Disagree,Strongly disagree,Neutral,Strongly disagree,Strongly disagree, 14-01-22,615.94,2.73938, Bipolar, SuctionCurved7Fr,5685.44,7911.07,6.36206,32.7659
80397,393,ms421,1,25,Female,Right,Med School,4,,,Yes, 14-01-16,610.239,1.18877, Bipolar, SuctionCurved7Fr,3770.53,8772.92,2.76084,12.5996,No,Neutral,Strongly disagree,Disagree,Agree,,Agree, 14-01-16,610.239,1.18877, Bipolar, SuctionCurved7Fr,3770.53,8772.92,2.76084,12.5996
80397,394,ms421,2,25,Female,Right,Med School,4,,,Yes, 14-01-17,617.079,1.70988, Bipolar, SuctionCurved7Fr,4812.43,8413.42,3.97109,44.6318,No,Neutral,Strongly disagree,Disagree,Agree,,Agree, 14-01-17,617.079,1.70988, Bipolar, SuctionCurved7Fr,4812.43,8413.42,3.97109,44.6318
80397,395,ms421,3,25,Female,Right,Med School,4,,,Yes, 14-01-21,641.721,1.76191, Bipolar, SuctionCurved7Fr,5418.59,10259.8,4.09194,47.3276,No,Neutral,Strongly disagree,Disagree,Agree,,Agree, 14-01-21,641.721,1.76191, Bipolar, SuctionCurved7Fr,5418.59,10259.8,4.09194,47.3276
80397,392,ms421,4,25,Female,Right,Med School,4,,,Yes, 14-02-05,700.685,1.9385, Bipolar, Nothing,4716.57,11611.2,4.50205,61.8837,No,Neutral,Strongly disagree,Disagree,Agree,,Agree, 14-02-05,700.685,1.9385, Bipolar, Nothing,4716.57,11611.2,4.50205,61.8837
80358,419,ms422,1,25,Female,Right,Med School,4,,,No, 14-01-15,623.766,3.84012, Bipolar, SuctionCurved7Fr,3889.33,15858.5,8.91846,66.4448,Yes,Neutral,Neutral,Disagree,Neutral,Neutral,Disagree, 14-01-15,623.766,3.84012, Bipolar, SuctionCurved7Fr,3889.33,15858.5,8.91846,66.4448
80358,420,ms422,2,25,Female,Right,Med School,4,,,No, 14-01-16,628,3.28597, Bipolar, SuctionCurved7Fr,5320.06,16533.2,7.63147,63.3431,Yes,Neutral,Neutral,Disagree,Neutral,Neutral,Disagree, 14-01-16,628,3.28597, Bipolar, SuctionCurved7Fr,5320.06,16533.2,7.63147,63.3431
80358,421,ms422,3,25,Female,Right,Med School,4,,,No, 14-01-22,630.1,3.00154, Bipolar, SuctionCurved7Fr,2483.6,10067.3,6.97089,57.8549,Yes,Neutral,Neutral,Disagree,Neutral,Neutral,Disagree, 14-01-22,630.1,3.00154, Bipolar, SuctionCurved7Fr,2483.6,10067.3,6.97089,57.8549
80358,422,ms422,4,25,Female,Right,Med School,4,,,No, 14-01-27,653.139,2.87444, Bipolar, SuctionCurved7Fr,3092.37,10271.7,6.67573,69.3708,Yes,Neutral,Neutral,Disagree,Neutral,Neutral,Disagree, 14-01-27,653.139,2.87444, Bipolar, SuctionCurved7Fr,3092.37,10271.7,6.67573,69.3708
80707,375,ms423,1,25,Male,Right,Med School,4,,,Yes, 14-01-24,626.221,1.76146, Bipolar, SuctionCurved7Fr,3926.6,8026.65,4.0909,39.209,No,Neutral,Strongly disagree,Neutral,Agree,Strongly agree,Strongly agree, 14-01-24,626.221,1.76146, Bipolar, SuctionCurved7Fr,3926.6,8026.65,4.0909,39.209
80707,372,ms423,2,25,Male,Right,Med School,4,,,Yes, 14-02-07,613.394,3.80295, Bipolar, SuctionCurved7Fr,3946.52,9440.01,8.83213,76.4534,No,Neutral,Strongly disagree,Neutral,Agree,Strongly agree,Strongly agree, 14-02-07,613.394,3.80295, Bipolar, SuctionCurved7Fr,3946.52,9440.01,8.83213,76.4534
80707,373,ms423,3,25,Male,Right,Med School,4,,,Yes, 14-02-18,617.212,2.95667, Bipolar, SuctionCurved7Fr,5733.66,7896.41,6.8667,73.1426,No,Neutral,Strongly disagree,Neutral,Agree,Strongly agree,Strongly agree, 14-02-18,617.212,2.95667, Bipolar, SuctionCurved7Fr,5733.66,7896.41,6.8667,73.1426
80707,374,ms423,4,25,Male,Right,Med School,4,,,Yes, 14-02-20,607.077,2.66389, Bipolar, SuctionCurved7Fr,4756.56,7441.48,6.18674,48.538,No,Neutral,Strongly disagree,Neutral,Agree,Strongly agree,Strongly agree, 14-02-20,607.077,2.66389, Bipolar, SuctionCurved7Fr,4756.56,7441.48,6.18674,48.538
